nohup: ignoring input
--- input variables ---
model path : results/variable_0/loss_0.0452_acc_65.51%_epoch_11.pt
learning rate : 0.010000
image size : 256
batch size : 32
epochs : 100
use cuda device : cuda:0
data root path : /HDD2/image_net/ILSVRC/Data/CLS-LOC/
class name path : /HDD2/image_net/LOC_synset_mapping.txt
Train Epoch 1 | [64/732000 (0.01%)] Loss 0.0116, Accuaracy 76.56%
Train Epoch 49 | [665664/732000 (90.94%)] Loss 0.0024, Accuaracy 95.09%
Train Epoch 49 | [678464/732000 (92.69%)] Loss 0.0024, Accuaracy 95.07%
Train Epoch 49 | [691264/732000 (94.43%)] Loss 0.0024, Accuaracy 95.06%
Train Epoch 49 | [704064/732000 (96.18%)] Loss 0.0024, Accuaracy 95.05%
Train Epoch 49 | [716864/732000 (97.93%)] Loss 0.0024, Accuaracy 95.04%
Train Epoch 49 | [729664/732000 (99.68%)] Loss 0.0024, Accuaracy 95.03%
Train Epoch 49 | Avarage Loss 0.0024, Average Accuracy 95.03%
Valid Epoch 49 | [32/50000 (0.06%)] Loss 0.0292, Accuaracy 75.00%
Valid Epoch 49 | [1632/50000 (3.26%)] Loss 0.0725, Accuaracy 65.99%
Valid Epoch 49 | [3232/50000 (6.46%)] Loss 0.0743, Accuaracy 66.58%
Valid Epoch 49 | [4832/50000 (9.66%)] Loss 0.0737, Accuaracy 66.74%
Valid Epoch 49 | [6432/50000 (12.86%)] Loss 0.0729, Accuaracy 67.23%
Valid Epoch 49 | [8032/50000 (16.06%)] Loss 0.0723, Accuaracy 67.46%
Valid Epoch 49 | [9632/50000 (19.26%)] Loss 0.0721, Accuaracy 67.49%
Valid Epoch 49 | [11232/50000 (22.46%)] Loss 0.0727, Accuaracy 67.46%
Valid Epoch 49 | [12832/50000 (25.66%)] Loss 0.0734, Accuaracy 67.32%
Valid Epoch 49 | [14432/50000 (28.86%)] Loss 0.0733, Accuaracy 67.47%
Valid Epoch 49 | [16032/50000 (32.06%)] Loss 0.0734, Accuaracy 67.49%
Valid Epoch 49 | [17632/50000 (35.26%)] Loss 0.0740, Accuaracy 67.35%
Valid Epoch 49 | [19232/50000 (38.46%)] Loss 0.0745, Accuaracy 67.13%
Valid Epoch 49 | [20832/50000 (41.66%)] Loss 0.0743, Accuaracy 67.19%
Valid Epoch 49 | [22432/50000 (44.86%)] Loss 0.0746, Accuaracy 67.05%
Valid Epoch 49 | [24032/50000 (48.06%)] Loss 0.0750, Accuaracy 66.94%
Valid Epoch 49 | [25632/50000 (51.26%)] Loss 0.0750, Accuaracy 66.90%
Valid Epoch 49 | [27232/50000 (54.46%)] Loss 0.0752, Accuaracy 66.91%
Valid Epoch 49 | [28832/50000 (57.66%)] Loss 0.0751, Accuaracy 66.98%
Valid Epoch 49 | [30432/50000 (60.86%)] Loss 0.0749, Accuaracy 67.11%
Valid Epoch 49 | [32032/50000 (64.06%)] Loss 0.0752, Accuaracy 66.99%
Valid Epoch 49 | [33632/50000 (67.26%)] Loss 0.0753, Accuaracy 66.95%
Valid Epoch 49 | [35232/50000 (70.46%)] Loss 0.0754, Accuaracy 66.93%
Valid Epoch 49 | [36832/50000 (73.66%)] Loss 0.0756, Accuaracy 66.91%
Valid Epoch 49 | [38432/50000 (76.86%)] Loss 0.0756, Accuaracy 66.92%
Valid Epoch 49 | [40032/50000 (80.06%)] Loss 0.0754, Accuaracy 66.92%
Valid Epoch 49 | [41632/50000 (83.26%)] Loss 0.0755, Accuaracy 66.88%
Valid Epoch 49 | [43232/50000 (86.46%)] Loss 0.0755, Accuaracy 66.94%
Valid Epoch 49 | [44832/50000 (89.66%)] Loss 0.0756, Accuaracy 66.89%
Valid Epoch 49 | [46432/50000 (92.86%)] Loss 0.0756, Accuaracy 66.89%
Valid Epoch 49 | [48032/50000 (96.06%)] Loss 0.0759, Accuaracy 66.81%
Valid Epoch 49 | [49632/50000 (99.26%)] Loss 0.0757, Accuaracy 66.85%
Valid Epoch 49 | Avarage Loss 0.0758, Average Accuracy 66.83%
Train Epoch 50 | [64/732000 (0.01%)] Loss 0.0015, Accuaracy 96.88%
Train Epoch 50 | [12864/732000 (1.76%)] Loss 0.0019, Accuaracy 96.16%
Train Epoch 50 | [25664/732000 (3.51%)] Loss 0.0019, Accuaracy 96.17%
Train Epoch 50 | [38464/732000 (5.25%)] Loss 0.0020, Accuaracy 96.08%
Train Epoch 50 | [51264/732000 (7.00%)] Loss 0.0019, Accuaracy 96.11%
Train Epoch 50 | [64064/732000 (8.75%)] Loss 0.0020, Accuaracy 96.05%
Train Epoch 50 | [76864/732000 (10.50%)] Loss 0.0020, Accuaracy 95.97%
Train Epoch 50 | [89664/732000 (12.25%)] Loss 0.0020, Accuaracy 95.92%
Train Epoch 50 | [102464/732000 (14.00%)] Loss 0.0020, Accuaracy 95.86%
Train Epoch 50 | [115264/732000 (15.75%)] Loss 0.0021, Accuaracy 95.81%
Train Epoch 50 | [128064/732000 (17.50%)] Loss 0.0020, Accuaracy 95.82%
Train Epoch 50 | [140864/732000 (19.24%)] Loss 0.0020, Accuaracy 95.82%
Train Epoch 50 | [153664/732000 (20.99%)] Loss 0.0021, Accuaracy 95.78%
Train Epoch 50 | [166464/732000 (22.74%)] Loss 0.0021, Accuaracy 95.73%
Train Epoch 50 | [179264/732000 (24.49%)] Loss 0.0021, Accuaracy 95.67%
Train Epoch 50 | [192064/732000 (26.24%)] Loss 0.0021, Accuaracy 95.63%
Train Epoch 50 | [204864/732000 (27.99%)] Loss 0.0022, Accuaracy 95.62%
Train Epoch 50 | [217664/732000 (29.74%)] Loss 0.0022, Accuaracy 95.60%
Train Epoch 50 | [230464/732000 (31.48%)] Loss 0.0022, Accuaracy 95.57%
Train Epoch 50 | [243264/732000 (33.23%)] Loss 0.0022, Accuaracy 95.55%
Train Epoch 50 | [256064/732000 (34.98%)] Loss 0.0022, Accuaracy 95.53%
Train Epoch 50 | [268864/732000 (36.73%)] Loss 0.0022, Accuaracy 95.53%
Train Epoch 50 | [281664/732000 (38.48%)] Loss 0.0022, Accuaracy 95.51%
Train Epoch 50 | [294464/732000 (40.23%)] Loss 0.0022, Accuaracy 95.50%
Train Epoch 50 | [307264/732000 (41.98%)] Loss 0.0022, Accuaracy 95.49%
Train Epoch 50 | [320064/732000 (43.72%)] Loss 0.0022, Accuaracy 95.48%
Train Epoch 50 | [332864/732000 (45.47%)] Loss 0.0022, Accuaracy 95.47%
Train Epoch 50 | [345664/732000 (47.22%)] Loss 0.0022, Accuaracy 95.45%
Train Epoch 50 | [358464/732000 (48.97%)] Loss 0.0022, Accuaracy 95.45%
Train Epoch 50 | [371264/732000 (50.72%)] Loss 0.0022, Accuaracy 95.43%
Train Epoch 50 | [384064/732000 (52.47%)] Loss 0.0022, Accuaracy 95.42%
Train Epoch 50 | [396864/732000 (54.22%)] Loss 0.0023, Accuaracy 95.40%
Train Epoch 50 | [409664/732000 (55.97%)] Loss 0.0023, Accuaracy 95.39%
Train Epoch 50 | [422464/732000 (57.71%)] Loss 0.0023, Accuaracy 95.37%
Train Epoch 50 | [435264/732000 (59.46%)] Loss 0.0023, Accuaracy 95.35%
Train Epoch 50 | [448064/732000 (61.21%)] Loss 0.0023, Accuaracy 95.34%
Train Epoch 50 | [460864/732000 (62.96%)] Loss 0.0023, Accuaracy 95.32%
Train Epoch 50 | [473664/732000 (64.71%)] Loss 0.0023, Accuaracy 95.31%
Train Epoch 50 | [486464/732000 (66.46%)] Loss 0.0023, Accuaracy 95.30%
Train Epoch 50 | [499264/732000 (68.21%)] Loss 0.0023, Accuaracy 95.30%
Train Epoch 50 | [512064/732000 (69.95%)] Loss 0.0023, Accuaracy 95.28%
Train Epoch 50 | [524864/732000 (71.70%)] Loss 0.0023, Accuaracy 95.28%
Train Epoch 50 | [537664/732000 (73.45%)] Loss 0.0023, Accuaracy 95.27%
Train Epoch 50 | [550464/732000 (75.20%)] Loss 0.0023, Accuaracy 95.26%
Train Epoch 50 | [563264/732000 (76.95%)] Loss 0.0023, Accuaracy 95.25%
Train Epoch 50 | [576064/732000 (78.70%)] Loss 0.0023, Accuaracy 95.23%
Train Epoch 50 | [588864/732000 (80.45%)] Loss 0.0023, Accuaracy 95.24%
Train Epoch 50 | [601664/732000 (82.19%)] Loss 0.0023, Accuaracy 95.23%
Train Epoch 50 | [614464/732000 (83.94%)] Loss 0.0023, Accuaracy 95.23%
Train Epoch 50 | [627264/732000 (85.69%)] Loss 0.0024, Accuaracy 95.22%
Train Epoch 50 | [640064/732000 (87.44%)] Loss 0.0024, Accuaracy 95.21%
Train Epoch 50 | [652864/732000 (89.19%)] Loss 0.0024, Accuaracy 95.21%
Train Epoch 50 | [665664/732000 (90.94%)] Loss 0.0024, Accuaracy 95.20%
Train Epoch 50 | [678464/732000 (92.69%)] Loss 0.0024, Accuaracy 95.19%
Train Epoch 50 | [691264/732000 (94.43%)] Loss 0.0024, Accuaracy 95.18%
Train Epoch 50 | [704064/732000 (96.18%)] Loss 0.0024, Accuaracy 95.17%
Train Epoch 50 | [716864/732000 (97.93%)] Loss 0.0024, Accuaracy 95.16%
Train Epoch 50 | [729664/732000 (99.68%)] Loss 0.0024, Accuaracy 95.15%
Train Epoch 50 | Avarage Loss 0.0024, Average Accuracy 95.15%
Valid Epoch 50 | [32/50000 (0.06%)] Loss 0.0704, Accuaracy 65.62%
Valid Epoch 50 | [1632/50000 (3.26%)] Loss 0.0759, Accuaracy 67.16%
Valid Epoch 50 | [3232/50000 (6.46%)] Loss 0.0787, Accuaracy 66.37%
Valid Epoch 50 | [4832/50000 (9.66%)] Loss 0.0777, Accuaracy 66.70%
Valid Epoch 50 | [6432/50000 (12.86%)] Loss 0.0789, Accuaracy 66.01%
Valid Epoch 50 | [8032/50000 (16.06%)] Loss 0.0782, Accuaracy 66.05%
Valid Epoch 50 | [9632/50000 (19.26%)] Loss 0.0784, Accuaracy 65.88%
Valid Epoch 50 | [11232/50000 (22.46%)] Loss 0.0780, Accuaracy 66.00%
Valid Epoch 50 | [12832/50000 (25.66%)] Loss 0.0771, Accuaracy 66.37%
Valid Epoch 50 | [14432/50000 (28.86%)] Loss 0.0758, Accuaracy 66.62%
Valid Epoch 50 | [16032/50000 (32.06%)] Loss 0.0758, Accuaracy 66.75%
Valid Epoch 50 | [17632/50000 (35.26%)] Loss 0.0761, Accuaracy 66.65%
Valid Epoch 50 | [19232/50000 (38.46%)] Loss 0.0764, Accuaracy 66.37%
Valid Epoch 50 | [20832/50000 (41.66%)] Loss 0.0765, Accuaracy 66.45%
Valid Epoch 50 | [22432/50000 (44.86%)] Loss 0.0764, Accuaracy 66.56%
Valid Epoch 50 | [24032/50000 (48.06%)] Loss 0.0766, Accuaracy 66.49%
Valid Epoch 50 | [25632/50000 (51.26%)] Loss 0.0761, Accuaracy 66.54%
Valid Epoch 50 | [27232/50000 (54.46%)] Loss 0.0758, Accuaracy 66.60%
Valid Epoch 50 | [28832/50000 (57.66%)] Loss 0.0758, Accuaracy 66.60%
Valid Epoch 50 | [30432/50000 (60.86%)] Loss 0.0761, Accuaracy 66.58%
Valid Epoch 50 | [32032/50000 (64.06%)] Loss 0.0758, Accuaracy 66.62%
Valid Epoch 50 | [33632/50000 (67.26%)] Loss 0.0756, Accuaracy 66.66%
Valid Epoch 50 | [35232/50000 (70.46%)] Loss 0.0756, Accuaracy 66.63%
Valid Epoch 50 | [36832/50000 (73.66%)] Loss 0.0756, Accuaracy 66.58%
Valid Epoch 50 | [38432/50000 (76.86%)] Loss 0.0755, Accuaracy 66.62%
Valid Epoch 50 | [40032/50000 (80.06%)] Loss 0.0754, Accuaracy 66.66%
Valid Epoch 50 | [41632/50000 (83.26%)] Loss 0.0756, Accuaracy 66.49%
Valid Epoch 50 | [43232/50000 (86.46%)] Loss 0.0754, Accuaracy 66.56%
Valid Epoch 50 | [44832/50000 (89.66%)] Loss 0.0753, Accuaracy 66.61%
Valid Epoch 50 | [46432/50000 (92.86%)] Loss 0.0752, Accuaracy 66.60%
Valid Epoch 50 | [48032/50000 (96.06%)] Loss 0.0750, Accuaracy 66.63%
Valid Epoch 50 | [49632/50000 (99.26%)] Loss 0.0750, Accuaracy 66.62%
Valid Epoch 50 | Avarage Loss 0.0750, Average Accuracy 66.65%
Train Epoch 51 | [64/732000 (0.01%)] Loss 0.0034, Accuaracy 93.75%
Train Epoch 51 | [12864/732000 (1.76%)] Loss 0.0018, Accuaracy 96.49%
Train Epoch 51 | [25664/732000 (3.51%)] Loss 0.0019, Accuaracy 96.32%
Train Epoch 51 | [38464/732000 (5.25%)] Loss 0.0019, Accuaracy 96.24%
Train Epoch 51 | [51264/732000 (7.00%)] Loss 0.0019, Accuaracy 96.13%
Train Epoch 51 | [64064/732000 (8.75%)] Loss 0.0019, Accuaracy 96.11%
Train Epoch 51 | [76864/732000 (10.50%)] Loss 0.0019, Accuaracy 96.12%
Train Epoch 51 | [89664/732000 (12.25%)] Loss 0.0020, Accuaracy 96.10%
Train Epoch 51 | [102464/732000 (14.00%)] Loss 0.0020, Accuaracy 96.05%
Train Epoch 51 | [115264/732000 (15.75%)] Loss 0.0020, Accuaracy 95.99%
Train Epoch 51 | [128064/732000 (17.50%)] Loss 0.0020, Accuaracy 95.95%
Train Epoch 51 | [140864/732000 (19.24%)] Loss 0.0020, Accuaracy 95.91%
Train Epoch 51 | [153664/732000 (20.99%)] Loss 0.0020, Accuaracy 95.92%
Train Epoch 51 | [166464/732000 (22.74%)] Loss 0.0021, Accuaracy 95.87%
Train Epoch 51 | [179264/732000 (24.49%)] Loss 0.0021, Accuaracy 95.84%
Train Epoch 51 | [192064/732000 (26.24%)] Loss 0.0021, Accuaracy 95.83%
Train Epoch 51 | [204864/732000 (27.99%)] Loss 0.0021, Accuaracy 95.80%
Train Epoch 51 | [217664/732000 (29.74%)] Loss 0.0021, Accuaracy 95.80%
Train Epoch 51 | [230464/732000 (31.48%)] Loss 0.0021, Accuaracy 95.78%
Train Epoch 51 | [243264/732000 (33.23%)] Loss 0.0021, Accuaracy 95.77%
Train Epoch 51 | [256064/732000 (34.98%)] Loss 0.0021, Accuaracy 95.74%
Train Epoch 51 | [268864/732000 (36.73%)] Loss 0.0021, Accuaracy 95.73%
Train Epoch 51 | [281664/732000 (38.48%)] Loss 0.0021, Accuaracy 95.71%
Train Epoch 51 | [294464/732000 (40.23%)] Loss 0.0021, Accuaracy 95.69%
Train Epoch 51 | [307264/732000 (41.98%)] Loss 0.0022, Accuaracy 95.66%
Train Epoch 51 | [320064/732000 (43.72%)] Loss 0.0022, Accuaracy 95.65%
Train Epoch 51 | [332864/732000 (45.47%)] Loss 0.0022, Accuaracy 95.64%
Train Epoch 51 | [345664/732000 (47.22%)] Loss 0.0022, Accuaracy 95.61%
Train Epoch 51 | [358464/732000 (48.97%)] Loss 0.0022, Accuaracy 95.60%
Train Epoch 51 | [371264/732000 (50.72%)] Loss 0.0022, Accuaracy 95.59%
Train Epoch 51 | [384064/732000 (52.47%)] Loss 0.0022, Accuaracy 95.57%
Train Epoch 51 | [396864/732000 (54.22%)] Loss 0.0022, Accuaracy 95.55%
Train Epoch 51 | [409664/732000 (55.97%)] Loss 0.0022, Accuaracy 95.54%
Train Epoch 51 | [422464/732000 (57.71%)] Loss 0.0022, Accuaracy 95.52%
Train Epoch 51 | [435264/732000 (59.46%)] Loss 0.0022, Accuaracy 95.50%
Train Epoch 51 | [448064/732000 (61.21%)] Loss 0.0022, Accuaracy 95.50%
Train Epoch 51 | [460864/732000 (62.96%)] Loss 0.0022, Accuaracy 95.49%
Train Epoch 51 | [473664/732000 (64.71%)] Loss 0.0022, Accuaracy 95.47%
Train Epoch 51 | [486464/732000 (66.46%)] Loss 0.0023, Accuaracy 95.45%
Train Epoch 51 | [499264/732000 (68.21%)] Loss 0.0023, Accuaracy 95.43%
Train Epoch 51 | [512064/732000 (69.95%)] Loss 0.0023, Accuaracy 95.43%
Train Epoch 51 | [524864/732000 (71.70%)] Loss 0.0023, Accuaracy 95.42%
Train Epoch 51 | [537664/732000 (73.45%)] Loss 0.0023, Accuaracy 95.41%
Train Epoch 51 | [550464/732000 (75.20%)] Loss 0.0023, Accuaracy 95.41%
Train Epoch 51 | [563264/732000 (76.95%)] Loss 0.0023, Accuaracy 95.40%
Train Epoch 51 | [576064/732000 (78.70%)] Loss 0.0023, Accuaracy 95.40%
Train Epoch 51 | [588864/732000 (80.45%)] Loss 0.0023, Accuaracy 95.39%
Train Epoch 51 | [601664/732000 (82.19%)] Loss 0.0023, Accuaracy 95.38%
Train Epoch 51 | [614464/732000 (83.94%)] Loss 0.0023, Accuaracy 95.36%
Train Epoch 51 | [627264/732000 (85.69%)] Loss 0.0023, Accuaracy 95.35%
Train Epoch 51 | [640064/732000 (87.44%)] Loss 0.0023, Accuaracy 95.34%
Train Epoch 51 | [652864/732000 (89.19%)] Loss 0.0023, Accuaracy 95.32%
Train Epoch 51 | [665664/732000 (90.94%)] Loss 0.0023, Accuaracy 95.30%
Train Epoch 51 | [678464/732000 (92.69%)] Loss 0.0023, Accuaracy 95.29%
Train Epoch 51 | [691264/732000 (94.43%)] Loss 0.0023, Accuaracy 95.28%
Train Epoch 51 | [704064/732000 (96.18%)] Loss 0.0023, Accuaracy 95.26%
Train Epoch 51 | [716864/732000 (97.93%)] Loss 0.0023, Accuaracy 95.25%
Train Epoch 51 | [729664/732000 (99.68%)] Loss 0.0023, Accuaracy 95.24%
Train Epoch 51 | Avarage Loss 0.0024, Average Accuracy 95.24%
Valid Epoch 51 | [32/50000 (0.06%)] Loss 0.0716, Accuaracy 59.38%
Valid Epoch 51 | [1632/50000 (3.26%)] Loss 0.0722, Accuaracy 67.22%
Valid Epoch 51 | [3232/50000 (6.46%)] Loss 0.0712, Accuaracy 67.79%
Valid Epoch 51 | [4832/50000 (9.66%)] Loss 0.0734, Accuaracy 67.20%
Valid Epoch 51 | [6432/50000 (12.86%)] Loss 0.0754, Accuaracy 66.96%
Valid Epoch 51 | [8032/50000 (16.06%)] Loss 0.0751, Accuaracy 66.88%
Valid Epoch 51 | [9632/50000 (19.26%)] Loss 0.0755, Accuaracy 66.99%
Valid Epoch 51 | [11232/50000 (22.46%)] Loss 0.0752, Accuaracy 67.09%
Valid Epoch 51 | [12832/50000 (25.66%)] Loss 0.0751, Accuaracy 67.07%
Valid Epoch 51 | [14432/50000 (28.86%)] Loss 0.0744, Accuaracy 67.10%
Valid Epoch 51 | [16032/50000 (32.06%)] Loss 0.0747, Accuaracy 67.00%
Valid Epoch 51 | [17632/50000 (35.26%)] Loss 0.0752, Accuaracy 66.94%
Valid Epoch 51 | [19232/50000 (38.46%)] Loss 0.0753, Accuaracy 66.95%
Valid Epoch 51 | [20832/50000 (41.66%)] Loss 0.0755, Accuaracy 67.06%
Valid Epoch 51 | [22432/50000 (44.86%)] Loss 0.0762, Accuaracy 66.93%
Valid Epoch 51 | [24032/50000 (48.06%)] Loss 0.0764, Accuaracy 66.87%
Valid Epoch 51 | [25632/50000 (51.26%)] Loss 0.0770, Accuaracy 66.69%
Valid Epoch 51 | [27232/50000 (54.46%)] Loss 0.0768, Accuaracy 66.83%
Valid Epoch 51 | [28832/50000 (57.66%)] Loss 0.0768, Accuaracy 66.88%
Valid Epoch 51 | [30432/50000 (60.86%)] Loss 0.0767, Accuaracy 66.82%
Valid Epoch 51 | [32032/50000 (64.06%)] Loss 0.0767, Accuaracy 66.86%
Valid Epoch 51 | [33632/50000 (67.26%)] Loss 0.0766, Accuaracy 66.84%
Valid Epoch 51 | [35232/50000 (70.46%)] Loss 0.0768, Accuaracy 66.78%
Valid Epoch 51 | [36832/50000 (73.66%)] Loss 0.0767, Accuaracy 66.84%
Valid Epoch 51 | [38432/50000 (76.86%)] Loss 0.0766, Accuaracy 66.83%
Valid Epoch 51 | [40032/50000 (80.06%)] Loss 0.0769, Accuaracy 66.78%
Valid Epoch 51 | [41632/50000 (83.26%)] Loss 0.0771, Accuaracy 66.79%
Valid Epoch 51 | [43232/50000 (86.46%)] Loss 0.0771, Accuaracy 66.79%
Valid Epoch 51 | [44832/50000 (89.66%)] Loss 0.0770, Accuaracy 66.82%
Valid Epoch 51 | [46432/50000 (92.86%)] Loss 0.0769, Accuaracy 66.88%
Valid Epoch 51 | [48032/50000 (96.06%)] Loss 0.0768, Accuaracy 66.88%
Valid Epoch 51 | [49632/50000 (99.26%)] Loss 0.0767, Accuaracy 66.93%
Valid Epoch 51 | Avarage Loss 0.0767, Average Accuracy 66.95%
Train Epoch 52 | [64/732000 (0.01%)] Loss 0.0021, Accuaracy 92.19%
Train Epoch 52 | [12864/732000 (1.76%)] Loss 0.0018, Accuaracy 96.28%
Train Epoch 52 | [25664/732000 (3.51%)] Loss 0.0019, Accuaracy 96.19%
Train Epoch 52 | [38464/732000 (5.25%)] Loss 0.0019, Accuaracy 96.15%
Train Epoch 52 | [51264/732000 (7.00%)] Loss 0.0018, Accuaracy 96.19%
Train Epoch 52 | [64064/732000 (8.75%)] Loss 0.0019, Accuaracy 96.17%
Train Epoch 52 | [76864/732000 (10.50%)] Loss 0.0018, Accuaracy 96.16%
Train Epoch 52 | [89664/732000 (12.25%)] Loss 0.0019, Accuaracy 96.07%
Train Epoch 52 | [102464/732000 (14.00%)] Loss 0.0019, Accuaracy 96.00%
Train Epoch 52 | [115264/732000 (15.75%)] Loss 0.0020, Accuaracy 95.94%
Train Epoch 52 | [128064/732000 (17.50%)] Loss 0.0020, Accuaracy 95.92%
Train Epoch 52 | [140864/732000 (19.24%)] Loss 0.0020, Accuaracy 95.90%
Train Epoch 52 | [153664/732000 (20.99%)] Loss 0.0020, Accuaracy 95.88%
Train Epoch 52 | [166464/732000 (22.74%)] Loss 0.0020, Accuaracy 95.83%
Train Epoch 52 | [179264/732000 (24.49%)] Loss 0.0020, Accuaracy 95.82%
Train Epoch 52 | [192064/732000 (26.24%)] Loss 0.0020, Accuaracy 95.80%
Train Epoch 52 | [204864/732000 (27.99%)] Loss 0.0021, Accuaracy 95.78%
Train Epoch 52 | [217664/732000 (29.74%)] Loss 0.0021, Accuaracy 95.77%
Train Epoch 52 | [230464/732000 (31.48%)] Loss 0.0021, Accuaracy 95.75%
Train Epoch 52 | [243264/732000 (33.23%)] Loss 0.0021, Accuaracy 95.75%
Train Epoch 52 | [256064/732000 (34.98%)] Loss 0.0021, Accuaracy 95.72%
Train Epoch 52 | [268864/732000 (36.73%)] Loss 0.0021, Accuaracy 95.71%
Train Epoch 52 | [281664/732000 (38.48%)] Loss 0.0021, Accuaracy 95.69%
Train Epoch 52 | [294464/732000 (40.23%)] Loss 0.0021, Accuaracy 95.67%
Train Epoch 52 | [307264/732000 (41.98%)] Loss 0.0021, Accuaracy 95.65%
Train Epoch 52 | [320064/732000 (43.72%)] Loss 0.0021, Accuaracy 95.64%
Train Epoch 52 | [332864/732000 (45.47%)] Loss 0.0021, Accuaracy 95.63%
Train Epoch 52 | [345664/732000 (47.22%)] Loss 0.0021, Accuaracy 95.61%
Train Epoch 52 | [358464/732000 (48.97%)] Loss 0.0022, Accuaracy 95.60%
Train Epoch 52 | [371264/732000 (50.72%)] Loss 0.0022, Accuaracy 95.58%
Train Epoch 52 | [384064/732000 (52.47%)] Loss 0.0022, Accuaracy 95.58%
Train Epoch 52 | [396864/732000 (54.22%)] Loss 0.0022, Accuaracy 95.57%
Train Epoch 52 | [409664/732000 (55.97%)] Loss 0.0022, Accuaracy 95.57%
Train Epoch 52 | [422464/732000 (57.71%)] Loss 0.0022, Accuaracy 95.56%
Train Epoch 52 | [435264/732000 (59.46%)] Loss 0.0022, Accuaracy 95.56%
Train Epoch 52 | [448064/732000 (61.21%)] Loss 0.0022, Accuaracy 95.54%
Train Epoch 52 | [460864/732000 (62.96%)] Loss 0.0022, Accuaracy 95.54%
Train Epoch 52 | [473664/732000 (64.71%)] Loss 0.0022, Accuaracy 95.53%
Train Epoch 52 | [486464/732000 (66.46%)] Loss 0.0022, Accuaracy 95.51%
Train Epoch 52 | [499264/732000 (68.21%)] Loss 0.0022, Accuaracy 95.50%
Train Epoch 52 | [512064/732000 (69.95%)] Loss 0.0022, Accuaracy 95.50%
Train Epoch 52 | [524864/732000 (71.70%)] Loss 0.0022, Accuaracy 95.49%
Train Epoch 52 | [537664/732000 (73.45%)] Loss 0.0022, Accuaracy 95.49%
Train Epoch 52 | [550464/732000 (75.20%)] Loss 0.0022, Accuaracy 95.47%
Train Epoch 52 | [563264/732000 (76.95%)] Loss 0.0022, Accuaracy 95.46%
Train Epoch 52 | [576064/732000 (78.70%)] Loss 0.0022, Accuaracy 95.45%
Train Epoch 52 | [588864/732000 (80.45%)] Loss 0.0022, Accuaracy 95.44%
Train Epoch 52 | [601664/732000 (82.19%)] Loss 0.0022, Accuaracy 95.43%
Train Epoch 52 | [614464/732000 (83.94%)] Loss 0.0023, Accuaracy 95.42%
Train Epoch 52 | [627264/732000 (85.69%)] Loss 0.0023, Accuaracy 95.41%
Train Epoch 52 | [640064/732000 (87.44%)] Loss 0.0023, Accuaracy 95.40%
Train Epoch 52 | [652864/732000 (89.19%)] Loss 0.0023, Accuaracy 95.39%
Train Epoch 52 | [665664/732000 (90.94%)] Loss 0.0023, Accuaracy 95.38%
Train Epoch 52 | [678464/732000 (92.69%)] Loss 0.0023, Accuaracy 95.38%
Train Epoch 52 | [691264/732000 (94.43%)] Loss 0.0023, Accuaracy 95.37%
Train Epoch 52 | [704064/732000 (96.18%)] Loss 0.0023, Accuaracy 95.36%
Train Epoch 52 | [716864/732000 (97.93%)] Loss 0.0023, Accuaracy 95.35%
Train Epoch 52 | [729664/732000 (99.68%)] Loss 0.0023, Accuaracy 95.34%
Train Epoch 52 | Avarage Loss 0.0023, Average Accuracy 95.34%
Valid Epoch 52 | [32/50000 (0.06%)] Loss 0.0470, Accuaracy 65.62%
Valid Epoch 52 | [1632/50000 (3.26%)] Loss 0.0788, Accuaracy 65.62%
Valid Epoch 52 | [3232/50000 (6.46%)] Loss 0.0836, Accuaracy 64.82%
Valid Epoch 52 | [4832/50000 (9.66%)] Loss 0.0819, Accuaracy 65.71%
Valid Epoch 52 | [6432/50000 (12.86%)] Loss 0.0806, Accuaracy 66.06%
Valid Epoch 52 | [8032/50000 (16.06%)] Loss 0.0807, Accuaracy 66.14%
Valid Epoch 52 | [9632/50000 (19.26%)] Loss 0.0813, Accuaracy 66.02%
Valid Epoch 52 | [11232/50000 (22.46%)] Loss 0.0805, Accuaracy 66.08%
Valid Epoch 52 | [12832/50000 (25.66%)] Loss 0.0801, Accuaracy 66.30%
Valid Epoch 52 | [14432/50000 (28.86%)] Loss 0.0792, Accuaracy 66.53%
Valid Epoch 52 | [16032/50000 (32.06%)] Loss 0.0785, Accuaracy 66.64%
Valid Epoch 52 | [17632/50000 (35.26%)] Loss 0.0786, Accuaracy 66.58%
Valid Epoch 52 | [19232/50000 (38.46%)] Loss 0.0780, Accuaracy 66.76%
Valid Epoch 52 | [20832/50000 (41.66%)] Loss 0.0784, Accuaracy 66.70%
Valid Epoch 52 | [22432/50000 (44.86%)] Loss 0.0786, Accuaracy 66.68%
Valid Epoch 52 | [24032/50000 (48.06%)] Loss 0.0784, Accuaracy 66.71%
Valid Epoch 52 | [25632/50000 (51.26%)] Loss 0.0784, Accuaracy 66.74%
Valid Epoch 52 | [27232/50000 (54.46%)] Loss 0.0784, Accuaracy 66.75%
Valid Epoch 52 | [28832/50000 (57.66%)] Loss 0.0787, Accuaracy 66.68%
Valid Epoch 52 | [30432/50000 (60.86%)] Loss 0.0786, Accuaracy 66.65%
Valid Epoch 52 | [32032/50000 (64.06%)] Loss 0.0786, Accuaracy 66.62%
Valid Epoch 52 | [33632/50000 (67.26%)] Loss 0.0785, Accuaracy 66.67%
